image_name,tray_nr,image_nr,image_path,x,y,z,roll,pitch,yaw,LDM0x,LDM0y,VP0,x0,y0,z0,LDM1x,LDM1y,VP1,x1,y1,z1,LDM2x,LDM2y,VP2,x2,y2,z2,LDM3x,LDM3y,VP3,x3,y3,z3,LDM4x,LDM4y,VP4,x4,y4,z4,LDM5x,LDM5y,VP5,x5,y5,z5,LDM6x,LDM6y,VP6,x6,y6,z6,LDM7x,LDM7y,VP7,x7,y7,z7,LDM8x,LDM8y,VP8,x8,y8,z8
cam_0.jpeg,Less_Difficult_Trajectory,0,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_0.jpeg,-54.086156,20.459102,199.999504,-0.0,-0.0,-0.0,359,294,1,54.086,-20.459,-200.0,205,247,1,-28.114,4.641,-210.8,234,258,1,-11.814,-1.259,-210.8,221,260,1,-19.214,-2.459,-210.8,225,283,1,-16.714,-15.459,-210.8,225,302,1,-16.714,-25.459,-210.8,221,325,1,-19.214,-38.459,-210.8,234,327,1,-11.714,-39.659,-210.8,205,338,1,-28.114,-45.559,-210.8
cam_1.jpeg,Less_Difficult_Trajectory,1,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_1.jpeg,-54.082848,20.463618,199.785808,-0.0,0.0,-0.000184,359,295,1,54.083,-20.463,-199.786,205,247,1,-28.117,4.636,-210.586,234,258,1,-11.817,-1.264,-210.586,221,260,1,-19.217,-2.464,-210.586,225,283,1,-16.717,-15.464,-210.586,225,302,1,-16.717,-25.464,-210.586,221,325,1,-19.217,-38.464,-210.586,234,327,1,-11.717,-39.664,-210.586,205,338,1,-28.117,-45.564,-210.586
cam_2.jpeg,Less_Difficult_Trajectory,2,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_2.jpeg,-53.783778,20.469519,199.651628,-0.000295,-0.084824,-0.00044,358,295,1,53.488,-20.468,-199.731,203,247,1,-28.728,4.631,-210.409,233,258,1,-12.428,-1.269,-210.433,220,260,1,-19.828,-2.469,-210.423,224,284,1,-17.328,-15.469,-210.426,224,302,1,-17.328,-25.469,-210.426,220,325,1,-19.827,-38.469,-210.423,233,327,1,-12.327,-39.669,-210.434,203,338,1,-28.727,-45.569,-210.41
cam_3.jpeg,Less_Difficult_Trajectory,3,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_3.jpeg,-53.629248,20.475819,199.478051,-0.000662,-0.128237,-0.000986,357,295,1,53.183,-20.473,-199.598,203,247,1,-29.041,4.626,-210.214,232,258,1,-12.741,-1.274,-210.25,219,260,1,-20.141,-2.474,-210.234,224,284,1,-17.641,-15.474,-210.239,224,302,1,-17.641,-25.474,-210.239,219,325,1,-20.141,-38.474,-210.234,233,327,1,-12.641,-39.674,-210.251,203,338,1,-29.041,-45.574,-210.214
cam_4.jpeg,Less_Difficult_Trajectory,4,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_4.jpeg,-53.472579,20.482836,199.304693,-0.001174,-0.172294,-0.001747,356,295,1,52.874,-20.477,-199.465,202,247,1,-29.359,4.621,-210.017,232,258,1,-13.059,-1.279,-210.066,218,260,1,-20.459,-2.479,-210.044,223,284,1,-17.959,-15.479,-210.052,223,302,1,-17.958,-25.479,-210.052,218,325,1,-20.458,-38.479,-210.045,232,327,1,-12.958,-39.679,-210.067,202,338,1,-29.358,-45.579,-210.018
cam_5.jpeg,Less_Difficult_Trajectory,5,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_5.jpeg,-53.313841,20.490565,199.131539,-0.001831,-0.216978,-0.002721,356,295,1,52.56,-20.482,-199.333,202,247,1,-29.681,4.615,-209.82,231,258,1,-13.381,-1.284,-209.882,218,260,1,-20.781,-2.485,-209.854,222,284,1,-18.28,-15.485,-209.864,222,302,1,-18.28,-25.485,-209.865,218,325,1,-20.779,-38.485,-209.856,231,328,1,-13.279,-39.684,-209.884,202,338,1,-29.679,-45.585,-209.822
cam_6.jpeg,Less_Difficult_Trajectory,6,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_6.jpeg,-53.1531,20.498998,198.958574,-0.00263,-0.262271,-0.003905,355,295,1,52.243,-20.486,-199.201,201,247,1,-30.007,4.609,-209.623,231,258,1,-13.707,-1.29,-209.698,217,260,1,-21.107,-2.491,-209.664,222,284,1,-18.606,-15.491,-209.676,222,302,1,-18.605,-25.491,-209.677,217,325,1,-21.104,-38.491,-209.666,231,328,1,-13.604,-39.69,-209.7,201,338,1,-30.004,-45.591,-209.626
cam_7.jpeg,Less_Difficult_Trajectory,7,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_7.jpeg,-52.990424,20.50813,198.785782,-0.003571,-0.308156,-0.005296,355,295,1,51.922,-20.491,-199.069,200,247,1,-30.337,4.602,-209.425,230,258,1,-14.036,-1.296,-209.513,217,260,1,-21.436,-2.497,-209.474,221,284,1,-18.935,-15.497,-209.488,221,302,1,-18.934,-25.497,-209.489,217,326,1,-21.433,-38.497,-209.476,230,328,1,-13.933,-39.696,-209.516,200,338,1,-30.332,-45.598,-209.429
cam_8.jpeg,Less_Difficult_Trajectory,8,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_8.jpeg,-52.825879,20.517953,198.613148,-0.004653,-0.354615,-0.006893,354,295,1,51.598,-20.495,-198.938,200,247,1,-30.67,4.596,-209.227,229,258,1,-14.37,-1.303,-209.328,216,260,1,-21.77,-2.503,-209.283,220,284,1,-19.268,-15.503,-209.299,220,302,1,-19.267,-25.503,-209.3,216,326,1,-21.765,-38.503,-209.286,230,328,1,-14.265,-39.703,-209.332,200,339,1,-30.664,-45.604,-209.231
cam_9.jpeg,Less_Difficult_Trajectory,9,Dataset/New Datasets/20231016_New_Datasets/Less_Difficult_Trajectory/left_rescaled/cam_9.jpeg,-52.659532,20.528461,198.440657,-0.005875,-0.401632,-0.008694,354,295,1,51.27,-20.5,-198.807,199,247,1,-31.007,4.588,-209.028,229,258,1,-14.707,-1.309,-209.143,215,260,1,-22.106,-2.51,-209.091,220,284,1,-19.604,-15.51,-209.11,220,302,1,-19.603,-25.51,-209.111,215,326,1,-22.101,-38.51,-209.095,229,328,1,-14.601,-39.709,-209.148,199,339,1,-31.0,-45.612,-209.033
